Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Austria,Bundesliga,2016/2017,25/02/2017,17:30,Admira,Ried,1,0,H,2.08,3.43,3.95,2.1,3.6,4.16,2,3.31,3.78
Austria,Bundesliga,2016/2017,25/02/2017,17:30,Austria Vienna,Altach,1,3,A,1.82,3.74,4.81,1.85,3.82,5.4,1.77,3.62,4.44
Austria,Bundesliga,2016/2017,25/02/2017,17:30,Salzburg,Mattersburg,1,0,H,1.21,7.3,15.8,1.23,7.6,16,1.2,6.43,13.14
Austria,Bundesliga,2016/2017,26/02/2017,15:30,St. Polten,Sturm Graz,2,1,H,3.95,3.63,2.01,3.95,3.63,2.2,3.69,3.41,1.98
Austria,Bundesliga,2016/2017,04/03/2017,15:00,Sturm Graz,Altach,3,0,H,2.06,3.45,4.01,2.06,3.64,4.36,1.93,3.4,3.92
Austria,Bundesliga,2016/2017,04/03/2017,17:30,AC Wolfsberger,Admira,1,1,D,2.38,3.21,3.4,2.4,3.22,3.48,2.29,3.11,3.21
Austria,Bundesliga,2016/2017,04/03/2017,17:30,Mattersburg,St. Polten,1,0,H,1.85,3.71,4.61,2,3.74,4.75,1.84,3.48,4.23
Austria,Bundesliga,2016/2017,04/03/2017,17:30,Ried,Austria Vienna,0,3,A,3.59,3.62,2.13,4,3.72,2.19,3.54,3.42,2.03
Austria,Bundesliga,2016/2017,05/03/2017,15:30,Rapid Vienna,Salzburg,0,1,A,3.92,3.54,2.05,4,3.62,2.2,3.6,3.37,2.02
Austria,Bundesliga,2016/2017,11/03/2017,15:00,St. Polten,Ried,1,0,H,2.34,3.33,3.36,2.4,3.4,3.36,2.28,3.22,3.14
Austria,Bundesliga,2016/2017,11/03/2017,17:30,Admira,Salzburg,1,1,D,7.91,4.9,1.44,8.92,5,1.47,7.57,4.55,1.4
Austria,Bundesliga,2016/2017,11/03/2017,17:30,Altach,Mattersburg,3,0,H,2.2,3.33,3.7,2.22,3.5,3.92,2.09,3.25,3.56
Austria,Bundesliga,2016/2017,11/03/2017,17:30,Austria Vienna,AC Wolfsberger,3,0,H,1.54,4.43,6.67,1.65,4.45,7.1,1.52,4.15,5.98
Austria,Bundesliga,2016/2017,12/03/2017,15:30,Sturm Graz,Rapid Vienna,2,1,H,2.81,3.33,2.7,2.82,3.35,2.8,2.64,3.2,2.64
Austria,Bundesliga,2016/2017,18/03/2017,15:00,Rapid Vienna,Mattersburg,1,1,D,1.47,4.48,8.32,1.54,4.5,8.32,1.47,4.19,6.87
Austria,Bundesliga,2016/2017,18/03/2017,17:30,AC Wolfsberger,St. Polten,1,0,H,2.12,3.46,3.78,2.16,3.46,3.82,2.08,3.28,3.56
Austria,Bundesliga,2016/2017,18/03/2017,17:30,Admira,Sturm Graz,1,0,H,3.25,3.36,2.39,3.25,3.36,2.56,3.05,3.2,2.34
Austria,Bundesliga,2016/2017,18/03/2017,17:30,Ried,Altach,2,0,H,2.93,3.22,2.68,2.96,3.4,2.78,2.8,3.09,2.59
Austria,Bundesliga,2016/2017,19/03/2017,15:30,Salzburg,Austria Vienna,5,0,H,1.42,5.02,8.13,1.45,5.02,8.32,1.4,4.66,7.14
Austria,Bundesliga,2016/2017,01/04/2017,15:00,St. Polten,Rapid Vienna,1,1,D,5.36,4.08,1.68,5.66,4.08,1.8,5.16,3.75,1.65
Austria,Bundesliga,2016/2017,01/04/2017,17:30,Austria Vienna,Admira,0,2,A,1.63,4.28,5.59,1.67,4.28,6,1.59,3.97,5.37
Austria,Bundesliga,2016/2017,01/04/2017,17:30,Mattersburg,Ried,2,1,H,2.12,3.54,3.7,2.12,3.54,4.06,2.02,3.3,3.72
Austria,Bundesliga,2016/2017,01/04/2017,17:30,Sturm Graz,AC Wolfsberger,4,0,H,1.89,3.51,4.66,1.91,3.7,5.4,1.81,3.43,4.51
Austria,Bundesliga,2016/2017,02/04/2017,15:30,Altach,Salzburg,0,5,A,6.08,4.01,1.64,6.34,4.01,1.68,5.71,3.78,1.6
Austria,Bundesliga,2016/2017,08/04/2017,15:00,Ried,Rapid Vienna,3,0,H,4.51,3.69,1.88,4.55,3.72,1.95,4.14,3.45,1.87
Austria,Bundesliga,2016/2017,08/04/2017,17:30,AC Wolfsberger,Altach,0,0,D,2.93,3.13,2.75,2.93,3.3,2.9,2.72,3.05,2.69
Austria,Bundesliga,2016/2017,08/04/2017,17:30,Admira,Mattersburg,0,2,A,2.27,3.44,3.42,2.34,3.44,3.47,2.22,3.24,3.25
Austria,Bundesliga,2016/2017,08/04/2017,17:30,Austria Vienna,St. Polten,1,2,A,1.42,5.01,8.4,1.52,5.01,8.4,1.44,4.39,6.96
Austria,Bundesliga,2016/2017,09/04/2017,15:30,Salzburg,Sturm Graz,1,0,H,1.32,5.56,11.6,1.39,5.56,11.6,1.34,4.76,8.96
Austria,Bundesliga,2016/2017,15/04/2017,15:00,AC Wolfsberger,Salzburg,0,2,A,8.2,4.62,1.46,8.5,4.8,1.48,7.64,4.31,1.42
Austria,Bundesliga,2016/2017,15/04/2017,17:30,Admira,St. Polten,2,0,H,2.62,3.47,2.82,2.62,3.47,3.4,2.46,3.31,2.81
Austria,Bundesliga,2016/2017,15/04/2017,17:30,Rapid Vienna,Altach,3,0,H,1.69,3.83,5.83,1.73,3.95,5.9,1.67,3.66,5.19
Austria,Bundesliga,2016/2017,15/04/2017,17:30,Sturm Graz,Ried,1,0,H,1.61,4.17,6.1,1.7,4.25,6.5,1.59,3.86,5.64
Austria,Bundesliga,2016/2017,16/04/2017,14:00,Mattersburg,Austria Vienna,0,3,A,3.42,3.42,2.27,3.42,3.49,2.4,3.09,3.3,2.27
Austria,Bundesliga,2016/2017,22/04/2017,15:00,Sturm Graz,Mattersburg,0,2,A,1.88,3.61,4.64,1.89,3.9,5.6,1.82,3.51,4.35
Austria,Bundesliga,2016/2017,22/04/2017,17:30,Altach,Admira,0,0,D,1.63,3.86,6.55,1.75,3.9,6.7,1.61,3.68,5.79
Austria,Bundesliga,2016/2017,22/04/2017,17:30,Ried,AC Wolfsberger,1,1,D,2.19,3.36,3.76,2.2,3.4,3.85,2.11,3.23,3.55
Austria,Bundesliga,2016/2017,22/04/2017,17:30,St. Polten,Salzburg,1,2,A,10.79,5.39,1.34,11,5.5,1.36,9.71,4.96,1.32
Austria,Bundesliga,2016/2017,23/04/2017,15:30,Rapid Vienna,Austria Vienna,0,2,A,1.95,3.56,4.29,2.1,3.6,4.4,1.94,3.45,3.85
Austria,Bundesliga,2016/2017,29/04/2017,15:00,Austria Vienna,Sturm Graz,4,1,H,2.12,3.36,3.92,2.16,3.4,3.92,2.07,3.26,3.6
Austria,Bundesliga,2016/2017,29/04/2017,17:30,AC Wolfsberger,Mattersburg,2,2,D,2.73,3.28,2.82,2.73,3.4,3,2.59,3.14,2.76
Austria,Bundesliga,2016/2017,29/04/2017,17:30,Salzburg,Ried,1,1,D,1.23,6.78,15.38,1.24,7.1,17,1.21,6.22,13.3
Austria,Bundesliga,2016/2017,29/04/2017,17:30,St. Polten,Altach,3,3,D,2.96,3.3,2.6,2.96,3.3,2.74,2.8,3.16,2.54
Austria,Bundesliga,2016/2017,30/04/2017,15:30,Admira,Rapid Vienna,3,2,H,4.65,3.77,1.83,4.67,3.78,1.86,4.35,3.57,1.8
Austria,Bundesliga,2016/2017,06/05/2017,15:00,Mattersburg,Salzburg,2,1,H,6.21,4.48,1.56,7,4.48,1.59,5.93,4.09,1.53
Austria,Bundesliga,2016/2017,06/05/2017,17:30,Rapid Vienna,AC Wolfsberger,4,0,H,1.64,4.04,5.9,1.65,4.3,6.89,1.58,3.9,5.84
Austria,Bundesliga,2016/2017,06/05/2017,17:30,Ried,Admira,1,0,H,1.97,3.63,4.12,2,3.63,4.33,1.93,3.4,3.93
Austria,Bundesliga,2016/2017,06/05/2017,17:30,Sturm Graz,St. Polten,3,2,H,1.71,3.98,5.29,1.71,4.1,5.6,1.66,3.81,5.06
Austria,Bundesliga,2016/2017,07/05/2017,15:30,Altach,Austria Vienna,1,1,D,3.29,3.3,2.39,3.3,3.3,2.55,2.99,3.19,2.4
Austria,Bundesliga,2016/2017,13/05/2017,15:00,Salzburg,Rapid Vienna,1,0,H,1.48,4.51,7.91,1.65,4.51,7.91,1.47,4.19,6.84
Austria,Bundesliga,2016/2017,13/05/2017,17:30,Admira,AC Wolfsberger,3,2,H,2.14,3.39,3.8,2.5,3.39,3.8,2.18,3.22,3.36
Austria,Bundesliga,2016/2017,13/05/2017,17:30,Austria Vienna,Ried,3,0,H,1.7,4.06,5.19,1.75,4.06,5.25,1.68,3.81,4.84
Austria,Bundesliga,2016/2017,13/05/2017,17:30,St. Polten,Mattersburg,1,0,H,3.09,3.29,2.51,3.1,3.3,2.8,2.82,3.15,2.54
Austria,Bundesliga,2016/2017,14/05/2017,15:30,Altach,Sturm Graz,1,2,A,2.47,3.27,3.17,2.6,3.35,3.26,2.4,3.13,3.02
Austria,Bundesliga,2016/2017,20/05/2017,15:00,Ried,St. Polten,1,1,D,2.05,3.53,3.92,2.1,3.64,4.05,1.99,3.39,3.66
Austria,Bundesliga,2016/2017,20/05/2017,17:30,AC Wolfsberger,Austria Vienna,2,1,H,3.9,3.89,1.95,4.2,3.94,2,3.81,3.65,1.89
Austria,Bundesliga,2016/2017,20/05/2017,17:30,Mattersburg,Altach,1,0,H,2.33,3.41,3.31,2.4,3.44,3.31,2.26,3.25,3.16
Austria,Bundesliga,2016/2017,20/05/2017,17:30,Salzburg,Admira,2,0,H,1.32,5.91,10.01,1.34,6.5,11,1.3,5.38,9.22
Austria,Bundesliga,2016/2017,21/05/2017,15:30,Rapid Vienna,Sturm Graz,1,0,H,1.88,3.7,4.44,2.1,3.71,4.44,1.9,3.5,3.94
Austria,Bundesliga,2016/2017,25/05/2017,15:30,Altach,Ried,0,2,A,2.15,3.75,3.4,2.16,3.8,3.53,2.09,3.51,3.28
Austria,Bundesliga,2016/2017,25/05/2017,15:30,Austria Vienna,Salzburg,2,3,A,4,4.01,1.9,4.1,4.01,2.12,3.86,3.65,1.88
Austria,Bundesliga,2016/2017,25/05/2017,15:30,Mattersburg,Rapid Vienna,1,3,A,2.82,3.53,2.59,3.43,3.55,2.75,2.68,3.37,2.51
Austria,Bundesliga,2016/2017,25/05/2017,15:30,St. Polten,AC Wolfsberger,1,1,D,2.32,3.2,3.54,2.37,3.4,3.54,2.23,3.18,3.28
Austria,Bundesliga,2016/2017,25/05/2017,15:30,Sturm Graz,Admira,2,1,H,1.65,4.41,5.22,1.65,4.41,6.1,1.6,4.09,5.14
Austria,Bundesliga,2016/2017,28/05/2017,15:30,AC Wolfsberger,Sturm Graz,1,0,H,4.48,4.18,1.78,4.48,4.35,1.81,4.22,3.88,1.74
Austria,Bundesliga,2016/2017,28/05/2017,15:30,Admira,Austria Vienna,1,6,A,3.41,3.96,2.08,4,3.98,2.08,3.33,3.67,2.01
Austria,Bundesliga,2016/2017,28/05/2017,15:30,Rapid Vienna,St. Polten,2,1,H,2.29,3.34,3.44,2.4,3.46,3.46,2.24,3.26,3.17
Austria,Bundesliga,2016/2017,28/05/2017,15:30,Ried,Mattersburg,2,3,A,1.69,4.24,5.01,1.73,4.5,7,1.67,3.98,4.67
Austria,Bundesliga,2016/2017,28/05/2017,15:30,Salzburg,Altach,1,0,H,1.31,6.23,9.89,1.31,6.3,10.5,1.29,5.6,9.05
Austria,Bundesliga,2017/2018,22/07/2017,15:00,Rapid Vienna,Mattersburg,2,2,D,1.68,4.09,5.34,1.69,4.45,7,1.61,3.91,5.34
Austria,Bundesliga,2017/2018,22/07/2017,17:30,AC Wolfsberger,Salzburg,0,2,A,8.13,4.27,1.5,8.13,4.51,1.65,7.08,4.15,1.46
Austria,Bundesliga,2017/2018,22/07/2017,17:30,LASK Linz,Admira,3,0,H,2,3.6,4.04,2.02,3.62,4.05,1.95,3.44,3.79
Austria,Bundesliga,2017/2018,23/07/2017,15:30,Altach,Austria Vienna,3,0,H,2.97,3.26,2.58,3.15,3.4,2.6,2.91,3.24,2.41
Austria,Bundesliga,2017/2018,23/07/2017,18:00,Sturm Graz,St. Polten,3,2,H,1.76,3.7,5.39,1.87,3.84,5.7,1.76,3.54,4.71
Austria,Bundesliga,2017/2018,29/07/2017,15:00,Salzburg,LASK Linz,1,1,D,1.47,4.6,8.03,1.55,4.6,8.35,1.44,4.29,7.3
Austria,Bundesliga,2017/2018,29/07/2017,17:30,Mattersburg,AC Wolfsberger,1,0,H,1.99,3.49,4.21,2.1,3.5,4.25,1.96,3.33,3.92
Austria,Bundesliga,2017/2018,29/07/2017,17:30,St. Polten,Rapid Vienna,1,4,A,4.02,3.9,1.92,4.02,3.9,2,3.77,3.6,1.91
Austria,Bundesliga,2017/2018,30/07/2017,15:00,Austria Vienna,Sturm Graz,2,3,A,2,3.72,3.89,2.2,3.76,4,1.98,3.52,3.6
Austria,Bundesliga,2017/2018,30/07/2017,17:30,Admira,Altach,4,1,H,2.32,3.31,3.44,2.45,3.4,3.5,2.25,3.22,3.23
Austria,Bundesliga,2017/2018,05/08/2017,15:00,LASK Linz,St. Polten,2,0,H,1.74,4.02,4.98,1.74,4.1,6.25,1.67,3.83,4.91
Austria,Bundesliga,2017/2018,05/08/2017,17:30,Salzburg,Admira,5,1,H,1.38,5.39,8.62,1.4,5.5,9.5,1.36,4.83,8.25
Austria,Bundesliga,2017/2018,06/08/2017,15:30,AC Wolfsberger,Altach,1,0,H,2.77,3.25,2.81,2.83,3.3,2.9,2.64,3.1,2.73
Austria,Bundesliga,2017/2018,06/08/2017,15:30,Rapid Vienna,Austria Vienna,2,2,D,1.92,3.86,4.08,1.96,3.92,4.14,1.88,3.68,3.83
Austria,Bundesliga,2017/2018,06/08/2017,18:00,Mattersburg,Sturm Graz,2,3,A,2.45,3.38,3.11,2.65,3.48,3.25,2.4,3.26,2.91
Austria,Bundesliga,2017/2018,12/08/2017,15:00,Altach,Salzburg,0,1,A,7.01,4.29,1.54,7.6,4.39,1.63,6.63,4.06,1.5
Austria,Bundesliga,2017/2018,12/08/2017,17:30,Austria Vienna,LASK Linz,2,0,H,2.24,3.68,3.26,2.24,3.7,3.6,2.09,3.49,3.32
Austria,Bundesliga,2017/2018,12/08/2017,17:30,St. Polten,Mattersburg,0,0,D,2.69,3.5,2.72,2.84,3.52,2.72,2.69,3.3,2.55
Austria,Bundesliga,2017/2018,12/08/2017,17:30,Sturm Graz,AC Wolfsberger,2,1,H,1.67,3.9,5.93,1.75,3.95,6.1,1.65,3.73,5.31
Austria,Bundesliga,2017/2018,13/08/2017,15:30,Admira,Rapid Vienna,3,1,H,4.14,4,1.88,4.2,4,2,4.02,3.72,1.82
Austria,Bundesliga,2017/2018,19/08/2017,15:00,Rapid Vienna,Sturm Graz,1,2,A,1.99,3.8,3.86,2.2,3.95,3.9,1.95,3.64,3.61
Austria,Bundesliga,2017/2018,19/08/2017,17:30,AC Wolfsberger,Admira,2,0,H,2.64,3.38,2.86,2.68,3.38,3.1,2.53,3.18,2.81
Austria,Bundesliga,2017/2018,20/08/2017,15:30,LASK Linz,Altach,0,0,D,2.02,3.52,4.05,2.06,3.6,4.5,1.94,3.4,3.88
Austria,Bundesliga,2017/2018,20/08/2017,15:30,Salzburg,St. Polten,5,1,H,1.31,6.06,10.64,1.33,6.06,13,1.29,5.39,9.65
Austria,Bundesliga,2017/2018,20/08/2017,18:00,Mattersburg,Austria Vienna,1,3,A,2.56,3.58,2.82,2.65,3.66,2.84,2.45,3.44,2.72
Austria,Bundesliga,2017/2018,26/08/2017,15:00,AC Wolfsberger,St. Polten,2,1,H,2.26,3.36,3.52,2.26,3.45,3.8,2.15,3.29,3.38
Austria,Bundesliga,2017/2018,26/08/2017,17:30,Rapid Vienna,LASK Linz,1,0,H,1.84,3.73,4.69,1.9,3.92,4.75,1.82,3.59,4.24
Austria,Bundesliga,2017/2018,27/08/2017,15:30,Altach,Mattersburg,1,0,H,2.15,3.39,3.77,2.27,3.39,3.77,2.17,3.22,3.39
Austria,Bundesliga,2017/2018,27/08/2017,15:30,Sturm Graz,Salzburg,1,0,H,3.9,3.83,1.97,4.5,3.83,2,3.87,3.53,1.91
Austria,Bundesliga,2017/2018,27/08/2017,18:00,Admira,Austria Vienna,1,3,A,3.07,3.77,2.31,3.6,3.77,2.32,3.05,3.48,2.22
Austria,Bundesliga,2017/2018,09/09/2017,15:00,LASK Linz,Sturm Graz,2,1,H,2.77,3.25,2.81,2.9,3.36,2.81,2.68,3.2,2.62
Austria,Bundesliga,2017/2018,09/09/2017,17:30,Austria Vienna,AC Wolfsberger,2,2,D,1.83,3.94,4.5,1.87,4,5.5,1.81,3.69,4.17
Austria,Bundesliga,2017/2018,09/09/2017,17:30,Mattersburg,Admira,0,5,A,2.11,3.64,3.63,2.2,3.65,3.71,2.05,3.44,3.47
Austria,Bundesliga,2017/2018,09/09/2017,17:30,St. Polten,Altach,1,2,A,2.6,3.36,2.92,2.74,3.36,2.92,2.59,3.2,2.72
Austria,Bundesliga,2017/2018,10/09/2017,15:30,Salzburg,Rapid Vienna,2,2,D,1.63,4.12,5.95,1.65,4.12,5.95,1.62,3.88,5.26
Austria,Bundesliga,2017/2018,16/09/2017,15:00,Altach,Rapid Vienna,2,2,D,3.51,3.33,2.28,3.54,3.4,2.36,3.24,3.28,2.22
Austria,Bundesliga,2017/2018,16/09/2017,17:30,AC Wolfsberger,LASK Linz,0,0,D,2.84,3.21,2.77,2.85,3.3,2.86,2.66,3.08,2.74
Austria,Bundesliga,2017/2018,16/09/2017,17:30,Admira,Sturm Graz,2,1,H,3.34,3.67,2.21,3.34,3.7,2.38,3.04,3.45,2.25
Austria,Bundesliga,2017/2018,17/09/2017,15:30,Mattersburg,Salzburg,1,2,A,5.93,4.19,1.62,6.01,4.2,1.64,5.48,3.95,1.59
Austria,Bundesliga,2017/2018,17/09/2017,18:00,Austria Vienna,St. Polten,5,1,H,1.67,4.32,5.14,1.7,4.5,5.4,1.64,4.09,4.76
Austria,Bundesliga,2017/2018,23/09/2017,15:00,Rapid Vienna,AC Wolfsberger,4,2,H,1.49,4.72,7.11,1.6,4.72,7.11,1.48,4.3,6.4
Austria,Bundesliga,2017/2018,23/09/2017,17:30,LASK Linz,Mattersburg,2,2,D,1.9,3.52,4.65,1.96,3.6,4.77,1.86,3.35,4.38
Austria,Bundesliga,2017/2018,23/09/2017,17:30,St. Polten,Admira,1,1,D,3.03,3.44,2.47,3.03,3.51,2.57,2.87,3.36,2.39
Austria,Bundesliga,2017/2018,23/09/2017,17:30,Sturm Graz,Altach,0,0,D,1.62,4.21,5.93,1.75,4.21,6.5,1.58,3.96,5.59
Austria,Bundesliga,2017/2018,24/09/2017,15:30,Salzburg,Austria Vienna,0,0,D,1.28,6.48,11.41,1.5,6.48,11.41,1.29,5.66,9.25
Austria,Bundesliga,2017/2018,30/09/2017,15:00,St. Polten,Sturm Graz,0,3,A,3.97,3.62,2.01,4.01,3.69,2.01,3.68,3.56,1.95
Austria,Bundesliga,2017/2018,30/09/2017,17:30,Admira,LASK Linz,4,2,H,3.51,3.5,2.2,3.51,3.55,2.4,3.3,3.3,2.19
Austria,Bundesliga,2017/2018,30/09/2017,17:30,Mattersburg,Rapid Vienna,0,1,A,4.33,3.78,1.88,4.8,3.86,1.95,4.14,3.59,1.84
Austria,Bundesliga,2017/2018,01/10/2017,15:30,Austria Vienna,Altach,2,0,H,2.35,3.48,3.2,2.37,3.6,4.2,2.24,3.45,3.06
Austria,Bundesliga,2017/2018,01/10/2017,18:00,Salzburg,AC Wolfsberger,2,1,H,1.26,6.44,13.42,1.27,6.5,14,1.24,5.8,12.11
Austria,Bundesliga,2017/2018,14/10/2017,15:00,LASK Linz,Salzburg,1,3,A,5.37,3.98,1.7,5.37,3.98,1.8,4.74,3.66,1.72
Austria,Bundesliga,2017/2018,14/10/2017,17:30,AC Wolfsberger,Mattersburg,2,2,D,2.48,3.36,3.08,2.52,3.4,3.3,2.38,3.18,3.01
Austria,Bundesliga,2017/2018,14/10/2017,17:30,Altach,Admira,2,2,D,1.96,3.86,3.92,2.1,3.9,3.98,1.97,3.57,3.59
Austria,Bundesliga,2017/2018,14/10/2017,17:30,Rapid Vienna,St. Polten,1,0,H,1.4,5.67,7.87,1.41,6,9.25,1.35,5.18,7.77
Austria,Bundesliga,2017/2018,15/10/2017,15:30,Sturm Graz,Austria Vienna,3,0,H,1.81,4.08,4.43,2.1,4.2,4.62,1.75,3.9,4.23
Austria,Bundesliga,2017/2018,21/10/2017,15:00,Sturm Graz,Mattersburg,3,2,H,1.71,3.9,5.43,1.71,4.3,6.1,1.65,3.85,5.06
Austria,Bundesliga,2017/2018,21/10/2017,17:30,Altach,AC Wolfsberger,3,2,H,2,3.61,4.03,2.05,3.61,4.35,1.92,3.43,3.95
Austria,Bundesliga,2017/2018,21/10/2017,17:30,St. Polten,LASK Linz,0,1,A,3.46,3.5,2.21,3.46,3.5,2.31,3.26,3.3,2.19
Austria,Bundesliga,2017/2018,22/10/2017,13:00,Admira,Salzburg,1,1,D,6.89,5.32,1.44,7.15,5.32,1.6,6.53,4.8,1.42
Austria,Bundesliga,2017/2018,22/10/2017,15:30,Austria Vienna,Rapid Vienna,0,1,A,3.97,4.02,1.9,4.2,4.05,2.2,3.87,3.77,1.84
Austria,Bundesliga,2017/2018,28/10/2017,15:00,Rapid Vienna,Admira,1,0,H,1.6,4.54,5.55,1.61,5,7.15,1.55,4.22,5.38
Austria,Bundesliga,2017/2018,28/10/2017,17:30,LASK Linz,Austria Vienna,2,2,D,2,3.83,3.78,2.2,3.83,3.88,1.97,3.58,3.55
Austria,Bundesliga,2017/2018,28/10/2017,17:30,Mattersburg,St. Polten,1,1,D,1.93,3.7,4.24,1.95,3.7,4.25,1.89,3.53,3.95
Austria,Bundesliga,2017/2018,28/10/2017,17:30,Salzburg,Altach,2,0,H,1.26,6.47,13.47,1.3,6.5,13.82,1.24,5.87,11.75
Austria,Bundesliga,2017/2018,29/10/2017,15:30,AC Wolfsberger,Sturm Graz,0,2,A,4.77,3.77,1.82,4.77,3.82,2,4.35,3.59,1.8
Austria,Bundesliga,2017/2018,04/11/2017,15:00,Sturm Graz,Rapid Vienna,0,0,D,2.7,3.46,2.73,2.7,3.55,2.93,2.57,3.3,2.68
Austria,Bundesliga,2017/2018,04/11/2017,17:30,Admira,AC Wolfsberger,0,0,D,1.89,3.79,4.27,2,3.95,4.27,1.87,3.64,3.92
Austria,Bundesliga,2017/2018,04/11/2017,17:30,Altach,LASK Linz,2,4,A,2.62,3.34,2.9,2.65,3.39,2.91,2.54,3.19,2.78
Austria,Bundesliga,2017/2018,05/11/2017,13:00,Austria Vienna,Mattersburg,1,3,A,2.03,3.83,3.69,2.06,3.94,4,1.99,3.6,3.49
Austria,Bundesliga,2017/2018,05/11/2017,15:30,St. Polten,Salzburg,1,3,A,9.3,5.22,1.38,13,6,1.39,8.47,4.94,1.35
Austria,Bundesliga,2017/2018,18/11/2017,15:00,LASK Linz,Rapid Vienna,1,2,A,2.91,3.34,2.62,3.23,3.37,2.67,2.83,3.21,2.49
Austria,Bundesliga,2017/2018,18/11/2017,17:30,Austria Vienna,Admira,2,3,A,2.16,3.86,3.29,2.26,3.86,3.6,2.12,3.62,3.15
Austria,Bundesliga,2017/2018,18/11/2017,17:30,Mattersburg,Altach,1,0,H,2.29,3.37,3.42,2.29,3.4,3.6,2.21,3.24,3.27
Austria,Bundesliga,2017/2018,18/11/2017,17:30,St. Polten,AC Wolfsberger,0,0,D,2.93,3.31,2.62,2.93,3.4,2.8,2.71,3.19,2.61
Austria,Bundesliga,2017/2018,19/11/2017,15:30,Salzburg,Sturm Graz,5,0,H,1.58,4.26,6.35,1.62,4.26,6.5,1.56,3.98,5.74
Austria,Bundesliga,2017/2018,25/11/2017,15:00,Sturm Graz,LASK Linz,1,0,H,2.03,3.46,4.11,2.1,3.5,4.11,2,3.34,3.76
Austria,Bundesliga,2017/2018,25/11/2017,17:30,Admira,Mattersburg,2,0,H,2.47,3.65,2.89,2.54,3.65,3.6,2.38,3.43,2.83
Austria,Bundesliga,2017/2018,25/11/2017,17:30,Altach,St. Polten,3,0,H,1.73,3.91,5.25,1.8,3.91,5.25,1.73,3.68,4.63
Austria,Bundesliga,2017/2018,26/11/2017,13:00,AC Wolfsberger,Austria Vienna,1,2,A,2.46,3.62,2.92,2.46,3.62,2.93,2.36,3.42,2.8
Austria,Bundesliga,2017/2018,26/11/2017,15:30,Rapid Vienna,Salzburg,2,3,A,2.79,3.42,2.68,2.9,3.42,2.71,2.69,3.24,2.57
Austria,Bundesliga,2017/2018,28/11/2017,18:00,Sturm Graz,Admira,6,1,H,1.62,4.2,5.9,1.75,4.55,6,1.6,3.98,5.3
Austria,Bundesliga,2017/2018,29/11/2017,17:30,LASK Linz,AC Wolfsberger,2,0,H,1.66,3.93,5.92,1.76,3.93,5.92,1.67,3.68,5.14
Austria,Bundesliga,2017/2018,29/11/2017,17:30,Salzburg,Mattersburg,2,0,H,1.25,6.56,13.56,1.26,6.9,14.3,1.23,6.06,11.5
Austria,Bundesliga,2017/2018,29/11/2017,17:30,St. Polten,Austria Vienna,1,0,H,3.06,3.67,2.35,3.3,3.7,2.35,3.04,3.49,2.23
Austria,Bundesliga,2017/2018,29/11/2017,19:30,Rapid Vienna,Altach,1,2,A,1.47,4.63,7.81,1.5,4.63,7.81,1.47,4.27,6.65
Austria,Bundesliga,2017/2018,02/12/2017,15:00,AC Wolfsberger,Rapid Vienna,0,0,D,4.76,3.72,1.83,4.76,3.79,2,4.39,3.48,1.82
Austria,Bundesliga,2017/2018,02/12/2017,17:30,Admira,St. Polten,1,0,H,1.93,3.76,4.17,1.93,3.81,4.3,1.87,3.58,3.96
Austria,Bundesliga,2017/2018,02/12/2017,17:30,Altach,Sturm Graz,1,2,A,3.5,3.37,2.26,3.6,3.5,2.29,3.3,3.28,2.18
Austria,Bundesliga,2017/2018,02/12/2017,17:30,Mattersburg,LASK Linz,1,0,H,3.19,3.39,2.4,3.19,3.4,2.6,2.9,3.2,2.45
Austria,Bundesliga,2017/2018,03/12/2017,15:30,Austria Vienna,Salzburg,1,1,D,8.39,5.7,1.37,9.36,5.8,1.65,8.1,5.14,1.34
Austria,Bundesliga,2017/2018,09/12/2017,15:00,Rapid Vienna,Mattersburg,2,2,D,1.55,4.39,6.55,1.6,4.4,6.55,1.53,4.12,5.82
Austria,Bundesliga,2017/2018,09/12/2017,17:30,LASK Linz,Admira,2,1,H,1.71,4.01,5.19,1.75,4.04,5.2,1.69,3.76,4.79
Austria,Bundesliga,2017/2018,09/12/2017,17:30,Sturm Graz,St. Polten,3,2,H,1.39,5.05,9.38,1.43,5.1,9.9,1.37,4.77,8.03
Austria,Bundesliga,2017/2018,10/12/2017,13:00,Altach,Austria Vienna,1,0,H,2.23,3.55,3.39,2.4,3.6,3.39,2.21,3.42,3.13
Austria,Bundesliga,2017/2018,10/12/2017,15:30,AC Wolfsberger,Salzburg,0,0,D,7.05,4.32,1.53,7.65,4.5,1.53,6.65,4.15,1.48
Austria,Bundesliga,2017/2018,16/12/2017,15:00,Salzburg,LASK Linz,0,0,D,1.38,5.03,9.93,1.4,5.2,11,1.35,4.78,8.97
Austria,Bundesliga,2017/2018,16/12/2017,17:30,Admira,Altach,3,1,H,2.64,3.55,2.74,2.69,3.55,2.82,2.53,3.33,2.67
Austria,Bundesliga,2017/2018,16/12/2017,17:30,Mattersburg,AC Wolfsberger,5,1,H,2.3,3.39,3.39,2.31,3.4,3.6,2.19,3.24,3.3
